Name,Material,Work Function,Voltage,Frequency,Wavelength,Colour RGB,Colour Hex,Spectrum range
"Cu,0.5285",Cu,4.53,0.5285,1.2231,2.4510018604991798e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.5359",Cu,4.53,0.5359,1.2249,2.4474323420137962e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.5434",Cu,4.53,0.5434,1.2267,2.4438235949133987e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.551",Cu,4.53,0.551,1.2286,2.4401753214550787e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.5586",Cu,4.53,0.5586,1.2304,2.4364872250172787e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.5664",Cu,4.53,0.5664,1.2323,2.432759010204238e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.5743",Cu,4.53,0.5743,1.2342,2.4289903829525475e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.5824",Cu,4.53,0.5824,1.2362,2.425181050639823e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.5905",Cu,4.53,0.5905,1.2381,2.4213307221954797e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.5987",Cu,4.53,0.5987,1.2401,2.417439108213619e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.6071",Cu,4.53,0.6071,1.2421,2.413505921068019e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.6156",Cu,4.53,0.6156,1.2442,2.4095308750292125e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.6242",Cu,4.53,0.6242,1.2463,2.4055136863836586e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.6329",Cu,4.53,0.6329,1.2484,2.4014540735549878e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.6417",Cu,4.53,0.6417,1.2505,2.3973517572273085e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.6507",Cu,4.53,0.6507,1.2527,2.393206460470566e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.6598",Cu,4.53,0.6598,1.2549,2.3890179088679296e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.669",Cu,4.53,0.669,1.2571,2.3847858306451965e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.6783",Cu,4.53,0.6783,1.2594,2.3805099568021862e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.6878",Cu,4.53,0.6878,1.2617,2.376190021246105e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.6974",Cu,4.53,0.6974,1.264,2.3718257609268493e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.7071",Cu,4.53,0.7071,1.2663,2.3674169159742342e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.717",Cu,4.53,0.717,1.2687,2.3629632298370925e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.727",Cu,4.53,0.727,1.2711,2.35846444942424e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.7371",Cu,4.53,0.7371,1.2736,2.3539203252472496e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.7474",Cu,4.53,0.7474,1.2761,2.3493306115650003e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.7579",Cu,4.53,0.7579,1.2786,2.3446950665299728e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.7684",Cu,4.53,0.7684,1.2812,2.3400134523362304e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.7792",Cu,4.53,0.7792,1.2838,2.3352855353690518e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.79",Cu,4.53,0.79,1.2864,2.330511086356163e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.8011",Cu,4.53,0.8011,1.289,2.3256898805205117e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.8123",Cu,4.53,0.8123,1.2918,2.320821697734536e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.8236",Cu,4.53,0.8236,1.2945,2.315906322675868e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.8351",Cu,4.53,0.8351,1.2973,2.3109435449844086e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.8467",Cu,4.53,0.8467,1.3001,2.3059331594207114e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.8586",Cu,4.53,0.8586,1.3029,2.3008749660256125e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.8706",Cu,4.53,0.8706,1.3058,2.2957687702810262e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.8827",Cu,4.53,0.8827,1.3088,2.2906143832718528e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.895",Cu,4.53,0.895,1.3118,2.2854116218488925e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.9075",Cu,4.53,0.9075,1.3148,2.2801603087927222e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.9202",Cu,4.53,0.9202,1.3178,2.2748602729784195e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.933",Cu,4.53,0.933,1.321,2.269511349541075e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.9461",Cu,4.53,0.9461,1.3241,2.2641133800419824e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.9593",Cu,4.53,0.9593,1.3273,2.2586662126354323e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.9727",Cu,4.53,0.9727,1.3305,2.2531697022360016e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,0.9862",Cu,4.53,0.9862,1.3338,2.2476237106862493e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.0",Cu,4.53,1.0,1.3371,2.24202810692471e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.014",Cu,4.53,1.014,1.3405,2.2363827671540864e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.0281",Cu,4.53,1.0281,1.3439,2.230687575009532e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.0425",Cu,4.53,1.0425,1.3474,2.2249424217269046e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.057",Cu,4.53,1.057,1.3509,2.2191472063108934e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.0718",Cu,4.53,1.0718,1.3545,2.2133018357028867e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.0867",Cu,4.53,1.0867,1.3581,2.2074062249484698e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.1019",Cu,4.53,1.1019,1.3618,2.2014602973644237e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.1173",Cu,4.53,1.1173,1.3655,2.195463984705104e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.1329",Cu,4.53,1.1329,1.3693,2.1894172273280765e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.1487",Cu,4.53,1.1487,1.3731,2.183319974358853e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.1647",Cu,4.53,1.1647,1.377,2.1771721838546336e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.181",Cu,4.53,1.181,1.3809,2.1709738229668765e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.1975",Cu,4.53,1.1975,1.3849,2.1647248681025888e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.2142",Cu,4.53,1.2142,1.3889,2.1584253050841744e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.2311",Cu,4.53,1.2311,1.393,2.1520751293077136e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.2483",Cu,4.53,1.2483,1.3972,2.145674345899506e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.2658",Cu,4.53,1.2658,1.4014,2.1392229698707507e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.2834",Cu,4.53,1.2834,1.4057,2.1327210262701952e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.3013",Cu,4.53,1.3013,1.41,2.126168550334613e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.3195",Cu,4.53,1.3195,1.4144,2.119565587636947e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.3379",Cu,4.53,1.3379,1.4189,2.112912194231968e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.3566",Cu,4.53,1.3566,1.4234,2.1062084367992896e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.3755",Cu,4.53,1.3755,1.428,2.0994543927835766e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.3947",Cu,4.53,1.3947,1.4326,2.092650150531796e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.4142",Cu,4.53,1.4142,1.4373,2.0857958094273382e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.434",Cu,4.53,1.434,1.4421,2.0788914800208592e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.454",Cu,4.53,1.454,1.4469,2.0719372841576675e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.4743",Cu,4.53,1.4743,1.4518,2.0649333551015066e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.4948",Cu,4.53,1.4948,1.4568,2.0578798376545555e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.5157",Cu,4.53,1.5157,1.4618,2.0507768882734992e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.5369",Cu,4.53,1.5369,1.467,2.0436246751814944e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.5583",Cu,4.53,1.5583,1.4722,2.0364233784758694e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.5801",Cu,4.53,1.5801,1.4774,2.0291731902314016e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.6021",Cu,4.53,1.6021,1.4827,2.0218743145990026e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.6245",Cu,4.53,1.6245,1.4882,2.014526967899659e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.6472",Cu,4.53,1.6472,1.4936,2.0071313787134618e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.6702",Cu,4.53,1.6702,1.4992,1.9996877879635686e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.6935",Cu,4.53,1.6935,1.5048,1.992196448994947e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.7171",Cu,4.53,1.7171,1.5106,1.9846576276477366e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.7411",Cu,4.53,1.7411,1.5163,1.9770716023250835e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.7654",Cu,4.53,1.7654,1.5222,1.9694386640552934e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.7901",Cu,4.53,1.7901,1.5282,1.9617591165481616e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.815",Cu,4.53,1.815,1.5342,1.9540332762453226e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.8404",Cu,4.53,1.8404,1.5404,1.9462614723645018e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.8661",Cu,4.53,1.8661,1.5466,1.9384440469374992e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.8921",Cu,4.53,1.8921,1.5529,1.930581354841804e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.9185",Cu,4.53,1.9185,1.5592,1.922673763825682e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.9453",Cu,4.53,1.9453,1.5657,1.914721654526628e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,1.9725",Cu,4.53,1.9725,1.5723,1.9067254204830547e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,2.0",Cu,4.53,2.0,1.5789,1.8986854681390998e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,2.0279",Cu,4.53,2.0279,1.5857,1.890602216842441e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,2.0562",Cu,4.53,2.0562,1.5925,1.8824760988350122e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,2.0849",Cu,4.53,2.0849,1.5995,1.8743075592365178e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,2.114",Cu,4.53,2.114,1.6065,1.8660970560206525e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,2.1435",Cu,4.53,2.1435,1.6137,1.8578450599839312e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,2.1735",Cu,4.53,2.1735,1.6209,1.8495520547070486e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,2.2038",Cu,4.53,2.2038,1.6282,1.841218536508695e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,2.2346",Cu,4.53,2.2346,1.6357,1.8328450143917427e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,2.2658",Cu,4.53,2.2658,1.6432,1.82443200998176e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,2.2974",Cu,4.53,2.2974,1.6509,1.815980057457776e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,2.3295",Cu,4.53,2.3295,1.6586,1.8074897034752576e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,2.362",Cu,4.53,2.362,1.6665,1.7989615070812525e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,2.395",Cu,4.53,2.395,1.6744,1.7903960396216637e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,2.4284",Cu,4.53,2.4284,1.6825,1.7817938846406282e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,2.4623",Cu,4.53,2.4623,1.6907,1.7731556377719763e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,2.4967",Cu,4.53,2.4967,1.699,1.76448190662277e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,2.5315",Cu,4.53,2.5315,1.7075,1.7557733106489034e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,2.5669",Cu,4.53,2.5669,1.716,1.7470304810227862e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,2.6027",Cu,4.53,2.6027,1.7247,1.7382540604931098e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,2.639",Cu,4.53,2.639,1.7335,1.7294447032367245e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,2.6759",Cu,4.53,2.6759,1.7424,1.72060307470266e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,2.7132",Cu,4.53,2.7132,1.7514,1.7117298514483235e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,2.7511",Cu,4.53,2.7511,1.7606,1.7028257209679296e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,2.7895",Cu,4.53,2.7895,1.7698,1.693891381513216e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,2.8284",Cu,4.53,2.8284,1.7793,1.684927541906506e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,2.8679",Cu,4.53,2.8679,1.7888,1.675934921346207e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,2.9079",Cu,4.53,2.9079,1.7985,1.6669142492048118e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,2.9485",Cu,4.53,2.9485,1.8083,1.6578662648195062e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,2.9897",Cu,4.53,2.9897,1.8183,1.6487917172754826e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,3.0314",Cu,4.53,3.0314,1.8283,1.6396913651820694e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,3.0738",Cu,4.53,3.0738,1.8386,1.6305659764417926e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,3.1167",Cu,4.53,3.1167,1.849,1.621416328012501e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,3.1602",Cu,4.53,3.1602,1.8595,1.6122432056626944e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,3.2043",Cu,4.53,3.2043,1.8701,1.6030474037201936e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,3.249",Cu,4.53,3.249,1.881,1.593829724814306e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,3.2944",Cu,4.53,3.2944,1.8919,1.584590979611659e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,3.3404",Cu,4.53,3.3404,1.903,1.5753319865458557e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,3.387",Cu,4.53,3.387,1.9143,1.5660535715411456e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,3.4343",Cu,4.53,3.4343,1.9258,1.5567565677302832e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,3.4822",Cu,4.53,3.4822,1.9373,1.5474418151667814e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,3.5308",Cu,4.53,3.5308,1.9491,1.538110160531747e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,3.5801",Cu,4.53,3.5801,1.961,1.5287624568355152e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,3.6301",Cu,4.53,3.6301,1.9731,1.5193995631142992e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,3.6808",Cu,4.53,3.6808,1.9854,1.5100223441220656e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,3.7321",Cu,4.53,3.7321,1.9978,1.5006316700178778e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,3.7842",Cu,4.53,3.7842,2.0104,1.4912284160489315e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,3.8371",Cu,4.53,3.8371,2.0231,1.4818134622295248e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,3.8906",Cu,4.53,3.8906,2.0361,1.4723876930162128e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,3.9449",Cu,4.53,3.9449,2.0492,1.4629519969793904e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,4.0",Cu,4.53,4.0,2.0625,1.453507266471565e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,4.0558",Cu,4.53,4.0558,2.076,1.4440543972925744e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,4.1125",Cu,4.53,4.1125,2.0897,1.434594288352021e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,4.1699",Cu,4.53,4.1699,2.1036,1.4251278413291811e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,4.2281",Cu,4.53,4.2281,2.1177,1.415655960330672e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,4.2871",Cu,4.53,4.2871,2.132,1.406179551546141e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,4.3469",Cu,4.53,4.3469,2.1464,1.396699522902264e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,4.4076",Cu,4.53,4.4076,2.1611,1.3872167837153262e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,4.4691",Cu,4.53,4.4691,2.176,1.3777322443426714e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,4.5315",Cu,4.53,4.5315,2.1911,1.3682468158332992e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,4.5948",Cu,4.53,4.5948,2.2064,1.3587614095779022e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,4.6589",Cu,4.53,4.6589,2.2219,1.3492769369586197e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,4.724",Cu,4.53,4.724,2.2376,1.3397943089988005e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,4.7899",Cu,4.53,4.7899,2.2535,1.3303144360130603e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,4.8568",Cu,4.53,4.8568,2.2697,1.3208382272579118e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,4.9246",Cu,4.53,4.9246,2.2861,1.3113665905832667e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,4.9933",Cu,4.53,4.9933,2.3027,1.3019004320850763e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,5.063",Cu,4.53,5.063,2.3196,1.2924406557594058e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,5.1337",Cu,4.53,5.1337,2.3367,1.2829881631582154e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,5.2054",Cu,4.53,5.2054,2.354,1.273543853047129e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,5.278",Cu,4.53,5.278,2.3716,1.264108621065462e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,5.3517",Cu,4.53,5.3517,2.3894,1.2546833593887838e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,5.4264",Cu,4.53,5.4264,2.4075,1.2452689563942786e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,5.5022",Cu,4.53,5.5022,2.4258,1.2358662963291749e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,5.579",Cu,4.53,5.579,2.4443,1.2264762589824966e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,5.6569",Cu,4.53,5.6569,2.4632,1.2170997193603982e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,5.7358",Cu,4.53,5.7358,2.4823,1.207737547365326e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,5.8159",Cu,4.53,5.8159,2.5016,1.198390607479262e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,5.8971",Cu,4.53,5.8971,2.5213,1.189059758451278e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,5.9794",Cu,4.53,5.9794,2.5412,1.1797458529896454e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,6.0629",Cu,4.53,6.0629,2.5613,1.1704497374587179e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,6.1475",Cu,4.53,6.1475,2.5818,1.1611722515808163e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,6.2333",Cu,4.53,6.2333,2.6026,1.1519142281433262e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,6.3203",Cu,4.53,6.3203,2.6236,1.1426764927112165e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,6.4086",Cu,4.53,6.4086,2.6449,1.1334598633451811e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,6.498",Cu,4.53,6.498,2.6666,1.1242651503255954e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,6.5887",Cu,4.53,6.5887,2.6885,1.1150931558824704e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,6.6807",Cu,4.53,6.6807,2.7107,1.105944673931591e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,6.774",Cu,4.53,6.774,2.7333,1.0968204898169963e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,6.8685",Cu,4.53,6.8685,2.7562,1.0877213800599709e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,6.9644",Cu,4.53,6.9644,2.7793,1.078648112114701e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,7.0616",Cu,4.53,7.0616,2.8028,1.0696014441307349e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,7.1602",Cu,4.53,7.1602,2.8267,1.0605821247223893e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,7.2602",Cu,4.53,7.2602,2.8508,1.051590892745225e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,7.3615",Cu,4.53,7.3615,2.8754,1.0426284770797134e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,7.4643",Cu,4.53,7.4643,2.9002,1.0336955964222048e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,7.5685",Cu,4.53,7.5685,2.9254,1.0247929590832933e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,7.6741",Cu,4.53,7.6741,2.9509,1.0159212627936803e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,7.7812",Cu,4.53,7.7812,2.9768,1.0070811945176125e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,7.8899",Cu,4.53,7.8899,3.0031,9.982734302739714e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,8.0",Cu,4.53,8.0,3.0297,9.894986349650811e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,8.1117",Cu,4.53,8.1117,3.0567,9.807574622132872e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,8.2249",Cu,4.53,8.2249,3.0841,9.720505542053606e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,8.3397",Cu,4.53,8.3397,3.1119,9.633785415447586e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,8.4561",Cu,4.53,8.4561,3.14,9.547420431117797e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,8.5742",Cu,4.53,8.5742,3.1686,9.461416659316293e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,8.6939",Cu,4.53,8.6939,3.1975,9.375780050504104e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,8.8152",Cu,4.53,8.8152,3.2269,9.29051643419048e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,8.9383",Cu,4.53,8.9383,3.2566,9.205631517851366e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,9.0631",Cu,4.53,9.0631,3.2868,9.121130885927046e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Cu,9.1896",Cu,4.53,9.1896,3.3174,9.037019998898723e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
